"COLUMN1"	"COLUMN2"	"COLUMN3"
"2342020"	"1.1.2.6"	"6213;633341;16346;20760;6213;85340;3824;16346;20760;6213;16346;20760;6213;85340;3824;16346;20760;6213"
"143395"	"1.11.2.1"	"88515;118825;88515;18285;138593;88515;18285;88515;18285;138593;88515;18285"
"1760337"	"1.4.2.3"	"119787;523437;658571;10697;6183;3203;115040;10697;6183;3203;32447;335366;293898;293898;335366;83490;10697;13;44104;305710;296883;238721;173894;425141;438;22542;2434;10697;6183;3203;115040;10697;6183;3203;32447;335366;293898;293898;335366;83490;10697;13;44104;305710;296883;238721;173894;425141;438;22542;2434"
"2115608"	"1.1.2.3"	"13040;677997;906;6213;17838;22292;1703;7492;906;6213;17838;22292;1703;7492"
"1760397"	"1.4.1.4"	"237840;330740;138274;7931;12152;561;458363;12152;561;34575;15444;28531;660;745;125348;196315;69910;44968;413;15881;451;423598;21843;3056;7931;12152;561;458363;12152;561;34575;15444;28531;660;745;125348;196315;69910;44968;413;15881;451;423598;21843;3056"
"629574"	"1.4.1.4"	"138274;49632;697065;335;26155;20268;12152;561;119408;196315;125348;69910;43945;3732;561;511638;452189;561;12152;31818;47619;328867;1070;102;335;26155;20268;12152;561;119408;196315;125348;69910;43945;3732;561;511638;452189;561;12152;31818;47619;328867;1070;102"
"867152"	"1.1.4.1"	"20170;426424;41532;41532;6213;180452;28281;15034;113951;41532;11924;22292;88486;138872;464024;265;29628;4844;41532;6213;180452;28281;15034;113951;41532;11924;22292;88486;138872;464024;265;29628;4844"
"1753540"	"1.2.2.5"	"187636;414525;633222;297;36894;297;1014;26823;14583;9207;27425;28916;10638;75;166032;121630;297;36894;297;1014;26823;14583;9207;27425;28916;10638;75;166032;121630"
"559088"	"1.10.3.3"	"86994;5458;651917;5458;2409;7839;86994;143677;32169;974;75877;297;59160;534;2083;3572;175791;90013;974;26306;182;297;59160;974;30491;474388;286452;5458;2409;7839;86994;143677;32169;974;75877;297;59160;534;2083;3572;175791;90013;974;26306;182;297;59160;974;30491;474388;286452"
"724085"	"1.10.3.1"	"563852;642115;46101;390;106731;9603;103888;390;106731;9603;97252;3593;2594;472;9603;177993;326413;26306;2195;18423;6183;90370;315802;4385;390;106731;9603;103888;390;106731;9603;97252;3593;2594;472;9603;177993;326413;26306;2195;18423;6183;90370;315802;4385"
"1885404"	"1.2.2.1"	"378892;583769;572868;7931;3697;2531;378892;15309;439256;38546;1014;45983;14583;9207;8108;21039;451;75;85243;45948;41870;403813;67475;294343;8774;356;729;10500;307166;410985;131496;12718;7931;3697;2531;378892;15309;439256;38546;1014;45983;14583;9207;8108;21039;451;75;85243;45948;41870;403813;67475;294343;8774;356;729;10500;307166;410985;131496;12718"
"463700"	"1.2.2.5"	"153930;528207;582408;297;27425;16222;507477;15309;33742;297;1014;26823;14583;9207;27425;16222;21039;5409;439629;106730;87807;203886;102964;1381;494884;297;27425;16222;507477;15309;33742;297;1014;26823;14583;9207;27425;16222;21039;5409;439629;106730;87807;203886;102964;1381;494884"
"724603"	"1.2.2.5"	"20035;297;27425;16222;27358;297;1014;26823;14583;9207;27425;16222;21039;72249;20035;297;27425;16222;27358;297;1014;26823;14583;9207;27425;16222;21039;72249;20035"
"1137554"	"1.2.2.5"	"3697;153930;2131;297;27425;16222;79467;297;1014;26823;14583;9207;27425;16222;15881;451;106730;297;27425;16222;79467;297;1014;26823;14583;9207;27425;16222;15881;451;106730"
"371456"	"4.2.4.2"	"631470;175312;5300;5273;175312;502871;144070;18059;107523;175312;17686;12686;2758;41565;175546;66022;3824;175312;119305;1438;438510;175312;415;110149;892;175312;5300;5273;175312;502871;144070;18059;107523;175312;17686;12686;2758;41565;175546;66022;3824;175312;119305;1438;438510;175312;415;110149;892"
"1951660"	"1.11.2.1"	"891;703101;891;18285;35621;891;18285;891;18285;35621;891;18285"
"1774497"	"1.11.1.1"	"88353;533213;1690;8453;380423;1690;3824;8453;1690;3824;5741;84990;4385;485904;3824;2896;16541;155321;21514;52076;300232;16541;4537;1962;39829;13954;21741;16541;107968;13954;77171;4470;243582;158729;1216;34054;32425;726;7931;2628;1690;8453;380423;1690;3824;8453;1690;3824;5741;84990;4385;485904;3824;2896;16541;155321;21514;52076;300232;16541;4537;1962;39829;13954;21741;16541;107968;13954;77171;4470;243582;158729;1216;34054;32425;726;7931;2628"
"1221418"	"1.6.2.3"	"8013;10997;3719;288404;792;197679;257693;8013;36894;297;64567;681;35865;43945;14583;9207;792;197679;15881;451;3047;19;96237;4675;198066;100306;418336;91053;9693;161211;27828;3719;288404;792;197679;257693;8013;36894;297;64567;681;35865;43945;14583;9207;792;197679;15881;451;3047;19;96237;4675;198066;100306;418336;91053;9693;161211;27828"
"1421380"	"1.6.2.1"	"8013;570725;6183;8013;451;28881;8865;41761;124964;82794;6323;10180;317614;2007;47930;5520;34818;30491;5504;90013;449;6183;8013;451;28881;8865;41761;124964;82794;6323;10180;317614;2007;47930;5520;34818;30491;5504;90013;449"
"1775070"	"1.6.2.1"	"58397;8013;349020;7931;8013;58397;8013;36894;15881;451;249268;915;472517;7931;8013;58397;8013;36894;15881;451;249268;915;472517"
"1787538"	"1.6.2.1"	"8013;141848;8013;795;14936;8013;2007;47930;141848;16222;25838;53267;2007;47930;34818;12091;231451;174288;13325;502773;87759;1757;73729;18512;3824;584;209;19;44718;22542;718;636390;141848;8013;795;14936;8013;2007;47930;141848;16222;25838;53267;2007;47930;34818;12091;231451;174288;13325;502773;87759;1757;73729;18512;3824;584;209;19;44718;22542;718;636390"
"1998387"	"1.6.2.1"	"518981;564197;834;19;113149;63015;19;5645;45877;19059;834;19;113149;41791;15351;34818;497438;451;29788;834;19;113149;63015;19;5645;45877;19059;834;19;113149;41791;15351;34818;497438;451;29788"
"2044311"	"1.6.2.1"	"582948;525537;618625;519;584;1702;4081;519;584;1702;10638;117898;5583;117898;3552;1612;10525;34818;87904;117898;3552;34818;125194;1612;10525;1927;16620;10275;1612;52620;63189;485;45535;44057;485;45535;1753;32425;2348;84424;19;3180;44964;19;451;315352;1612;6720;1612;1612;10525;39653;673;55661;519;584;1702;4081;519;584;1702;10638;117898;5583;117898;3552;1612;10525;34818;87904;117898;3552;34818;125194;1612;10525;1927;16620;10275;1612;52620;63189;485;45535;44057;485;45535;1753;32425;2348;84424;19;3180;44964;19;451;315352;1612;6720;1612;1612;10525;39653;673;55661"
"1218350"	"1.7.1.3"	"211422;534746;541636;59856;6183;6874;211422;3824;726;113737;18094;4158;33899;2873;113737;18094;32327;4158;726;59856;6183;6874;59856;6183;6874;211422;3824;726;113737;18094;4158;33899;2873;113737;18094;32327;4158;726;59856;6183;6874"
"269292"	"1.11.2.6"	"553004;553003;1800;180985;8453;18285;424662;1800;180985;8453;18285;1800;180985;8453;18285;424662;1800;180985;8453;18285"
"1774891"	"1.3.4.3"	"773;25156;537150;24357;773;1783;598;773;25156;57946;1014;6477;24357;773;1783;598;24357;773;1783;598;773;25156;57946;1014;6477;24357;773;1783;598"
"176178"	"1.1.2.5"	"15414;37932;712669;3824;15414;6213;14047;3824;15414;6213;18512;50707;15414;158035;182;41128;61127;22191;182;35133;84961;20170;182;443710;12178;22191;237;24357;20170;182;55661;19685;3824;15414;6213;14047;3824;15414;6213;18512;50707;15414;158035;182;41128;61127;22191;182;35133;84961;20170;182;443710;12178;22191;237;24357;20170;182;55661;19685"
"2066034"	"4.1.2.1"	"339782;285279;331077;3394;331077;3394;5300;5273;331077;3394;331077;3394;5300;5273"
"1760300"	"1.2.1"	"3911;689941;548157;243842;1979;9207;44240;266863;6183;3911;243842;1979;9207;44240;323465;77559;424000;66022;165451;49261;5709;49733;3697;40070;3671;636390;98089;46073;59824;207983;145588;146498;4226;12178;631;35936;243842;1979;9207;44240;266863;6183;3911;243842;1979;9207;44240;323465;77559;424000;66022;165451;49261;5709;49733;3697;40070;3671;636390;98089;46073;59824;207983;145588;146498;4226;12178;631;35936"
"1774395"	"1.4.2.2"	"686680;13619;8498;8498;3972;974;71588;8498;3972;974;2130;964;70476;25985;8498;3972;974;71588;8498;3972;974;2130;964;70476;25985"
"1760410"	"1.4.1.5"	"11665;623130;587881;91584;561;11665;91584;561;73778;124547;51521;28531;539;66127;335;451;15881;451;332144;91584;561;11665;91584;561;73778;124547;51521;28531;539;66127;335;451;15881;451;332144"
"595692"	"4.2.4.3"	"543707;617070;995;3176;218424;995;3176;5300;5273;995;3176;218424;995;3176;5300;5273"
"1146581"	"1.6.2.1"	"8013;36894;17409;7931;36894;513182;8013;36894;107941;519;36;91648;3180;50683;17409;7931;36894;513182;8013;36894;107941;519;36;91648;3180;50683"
"1774378"	"1.6.2.2"	"8013;36894;559681;562;7931;8013;8013;28916;24357;519;19;16222;10638;445849;444630;562;7931;8013;8013;28916;24357;519;19;16222;10638;445849;444630"
"939265"	"1.6.2.4"	"428418;74826;22638;4697;1040;22638;4697;1040;201;22638;4697;1040;22638;4697;1040;201"
"398786"	"1.6.2.1"	"28916;19;17409;18305;19;32169;9881;68789;5582;57667;19;32169;28916;17409;7931;730;606;83490;116843;6496;16222;57667;19;2831;32471;264;16222;730;606;7333;479317;16222;17409;18305;19;32169;9881;68789;5582;57667;19;32169;28916;17409;7931;730;606;83490;116843;6496;16222;57667;19;2831;32471;264;16222;730;606;7333;479317;16222"
"2377105"	"1.5.3.7"	"689703;7931;3241;26606;675072;1585;486004;418184;297486;500736;13103;39653;74278;508172;236295;827;534076;294482;233733;400571;5863;3043;407239;93975;6276;500405;827;534076;294482;90461;14821;144308;490189;90370;85102;132372;7931;3241;26606;675072;1585;486004;418184;297486;500736;13103;39653;74278;508172;236295;827;534076;294482;233733;400571;5863;3043;407239;93975;6276;500405;827;534076;294482;90461;14821;144308;490189;90370;85102;132372"
"1760411"	"1.4.2.3"	"225845;583775;643123;16745;1070;36305;10697;2222;32447;62279;4874;209;8581;11322;26124;451;16745;1070;36305;10697;2222;32447;62279;4874;209;8581;11322;26124;451"
"167879"	"1.1.2.6"	"7267;232383;501164;7267;14212;60154;7267;15783;182;299781;27425;83666;2887;7267;14212;60154;7267;15783;182;299781;27425;83666;2887"
"1775031"	"1.4.3.6"	"210803;224221;18305;32169;682;24357;335;18305;32169;18305;32169;682;24357;335;18305;32169"
"1760511"	"1.1.3.1"	"555558;6213;106918;6213;441295;3824;22292;106918;6213;4859;6784;35133;15783;472;16522;11924;182;35133;86523;22292;106918;106918;6213;441295;3824;22292;106918;6213;4859;6784;35133;15783;472;16522;11924;182;35133;86523;22292;106918"
"1774990"	"1.4.2.2"	"320032;583369;619072;12203;26124;3203;57751;26124;3203;209904;64141;16541;53582;415;21060;39928;2245;1632;5645;39829;16745;32253;30825;451;13;90534;458919;402686;34298;51196;88393;1370;12411;6027;255;494613;380444;141296;64567;601758;324916;12203;26124;3203;57751;26124;3203;209904;64141;16541;53582;415;21060;39928;2245;1632;5645;39829;16745;32253;30825;451;13;90534;458919;402686;34298;51196;88393;1370;12411;6027;255;494613;380444;141296;64567;601758;324916"
"2160127"	"8.1.2.2"	"195099;678465;37888;17713;5582;78560;32148;37888;17713;319;32327;5582;37888;17713;5582;78560;32148;37888;17713;319;32327;5582"
"512202"	"1.5.2.1"	"199436;712289;555398;300860;5741;440066;300860;5741;300860;5741;440066;300860;5741"
"719326"	"1.6.2.1"	"8013;519;19;42;6065;47575;297;730;132329;85451;88330;3087;297;59160;534;2083;3572;73685;41865;498021;4610;519;3824;158507;174;8013;22997;1024;19;42;6065;28281;297;35390;4388;11796;44964;21039;40075;27828;493582;196867;37015;3824;726;519;36;13193;207147;206452;497159;207147;37015;80183;24751;19;42;6065;47575;297;730;132329;85451;88330;3087;297;59160;534;2083;3572;73685;41865;498021;4610;519;3824;158507;174;8013;22997;1024;19;42;6065;28281;297;35390;4388;11796;44964;21039;40075;27828;493582;196867;37015;3824;726;519;36;13193;207147;206452;497159;207147;37015;80183;24751"
"930749"	"1.6.2.1"	"19;82246;647145;3824;4081;19;16222;41161;83490;8288;33824;19;32169;10638;1100;172968;19;12323;133554;21039;203335;51521;74303;417241;971;217395;19;9363;301532;146498;3824;4081;19;16222;41161;83490;8288;33824;19;32169;10638;1100;172968;19;12323;133554;21039;203335;51521;74303;417241;971;217395;19;9363;301532;146498"
"422261"	"1.6.2.3"	"28916;707288;12203;6183;59432;28916;6183;59432;6275;18305;1702;264455;83490;429;18512;12178;13;5645;681;5645;105246;44021;24751;26094;69007;9336;429;18512;5633;4332;26306;4525;537536;537536;33904;58628;59905;113696;73729;12203;6183;59432;28916;6183;59432;6275;18305;1702;264455;83490;429;18512;12178;13;5645;681;5645;105246;44021;24751;26094;69007;9336;429;18512;5633;4332;26306;4525;537536;537536;33904;58628;59905;113696;73729"
"972657"	"1.5.1.1"	"633397;568509;18305;3052;2348;32169;101272;18305;3052;2348;32169;18305;3052;2348;32169;101272;18305;3052;2348;32169"
"1109293"	"1.2.2.5"	"134824;187636;518095;297;27425;16222;134824;297;1014;26823;14583;9207;27425;16222;15881;451;195187;175614;297;27425;16222;134824;297;1014;26823;14583;9207;27425;16222;15881;451;195187;175614"
"570431"	"1.12.4.5"	"36;487555;8047;636;82227;318779;8047;636;82227;12152;6183;36;9207;180985;438749;196378;8047;636;82227;318779;8047;636;82227;12152;6183;36;9207;180985;438749;196378"
"2105356"	"1.2.2.1"	"599015;1325;178607;356;3697;16116;32446;3751;32169;32446;16541;43690;39829;17409;1325;178607;2613;201584;13927;10638;194235;29620;1325;178607;356;3697;16116;32446;3751;32169;32446;16541;43690;39829;17409;1325;178607;2613;201584;13927;10638;194235;29620"
"1774368"	"1.9.4.1"	"114686;591546;30413;114686;248540;78844;12178;114686;248540;78844;5300;5273;114686;248540;78844;12178;114686;248540;78844;5300;5273"
"1760326"	"1.4.2.3"	"90502;581834;10697;3203;32523;10697;3203;134512;53267;51457;1370;411659;70291;451;1391;76462;144862;16004;925;9048;132783;254983;156846;13788;82794;451;156846;13788;21215;156503;10697;3203;32523;10697;3203;134512;53267;51457;1370;411659;70291;451;1391;76462;144862;16004;925;9048;132783;254983;156846;13788;82794;451;156846;13788;21215;156503"
"762419"	"1.12.4.5"	"659799;5233;18285;443815;17409;6183;4156;14;36;37109;9207;18285;14;36;41063;1730;18285;443815;17409;6183;4156;14;36;37109;9207;18285;14;36;41063;1730"
"1862411"	"1.1.4.1"	"39918;19385;182;29628;11924;182;62339;18512;46411;15783;11924;22292;29628;11924;22292;238670;55814;182;41865;726;176323;39918;5044;114887;22292;41761;55814;49410;182;47575;726;176323;39918;5044;1355;22292;71560;41761;182;29628;11924;182;62339;18512;46411;15783;11924;22292;29628;11924;22292;238670;55814;182;41865;726;176323;39918;5044;114887;22292;41761;55814;49410;182;47575;726;176323;39918;5044;1355;22292;71560;41761;182"
"1774976"	"1.2.2.2"	"539240;7931;562;3697;2614;488699;401314;562;3697;72092;293636;232824;38276;562;2861;32169;8894;4620;182037;12550;1725;231349;100;125;241813;489377;109312;113696;1757;73729;7931;562;3697;2614;488699;401314;562;3697;72092;293636;232824;38276;562;2861;32169;8894;4620;182037;12550;1725;231349;100;125;241813;489377;109312;113696;1757;73729"
"1774603"	"1.4.2.3"	"8492;10697;6183;3203;26871;10697;3203;73778;64587;46868;1370;13;74303;143919;15881;451;8492;194235;841;303897;10697;6183;3203;26871;10697;3203;73778;64587;46868;1370;13;74303;143919;15881;451;8492;194235;841;303897"
"1760425"	"1.4.1.1"	"39008;155009;974;7931;12203;561;27792;12203;561;974;3924;87243;39008;12397;7931;12203;561;27792;12203;561;974;3924;87243;39008;12397"
"1760426"	"1.4.1.1"	"681443;521381;12203;6183;17875;61656;12203;6183;17875;53533;335;3825;10101;755;39653;10460;61406;110014;27030;11638;561;28531;233;40075;15881;539;18378;15034;46445;32169;12203;6183;17875;61656;12203;6183;17875;53533;335;3825;10101;755;39653;10460;61406;110014;27030;11638;561;28531;233;40075;15881;539;18378;15034;46445;32169"
"833139"	"1.2.2.5"	"162629;187636;553468;297;27425;16222;162629;297;1014;26823;14583;9207;27425;3697;25838;21039;72249;12091;159524;17970;297;27425;16222;162629;297;1014;26823;14583;9207;27425;3697;25838;21039;72249;12091;159524;17970"
"779664"	"1.2.2.5"	"105557;187636;297;27425;16222;105557;297;1014;26823;14583;9207;27425;16222;297;27425;16222;105557;297;1014;26823;14583;9207;27425;16222"
"2143723"	"1.2.2.5"	"692964;2131;297;27425;16222;297;1014;26823;14583;9207;27425;3697;8108;356;3697;86184;6176;251;6176;21039;52557;297;27425;16222;297;1014;26823;14583;9207;27425;3697;8108;356;3697;86184;6176;251;6176;21039;52557"
"532897"	"1.12.1.2"	"9048;664075;958;36;931;15298;113533;958;36;931;15298;36;86725;4161;958;36;931;15298;113533;958;36;931;15298;36;86725;4161"
"2263362"	"1.12.4.5"	"54772;145397;1856;562;5741;23198;1856;562;5741;1856;562;5741;23198;1856;562;5741"
"1774941"	"1.1.4.4"	"19451;37932;94752;94752;11924;182;19451;94752;6213;77244;174242;15034;94752;11924;22292;88486;212864;1497;182;77244;157280;22191;41761;212864;94752;6003;22191;181655;67134;506158;110970;22191;94752;22292;41761;212864;512552;426930;265;57836;6003;94752;11924;182;19451;94752;6213;77244;174242;15034;94752;11924;22292;88486;212864;1497;182;77244;157280;22191;41761;212864;94752;6003;22191;181655;67134;506158;110970;22191;94752;22292;41761;212864;512552;426930;265;57836;6003"
"2287260"	"1.1.1.1"	"155859;538255;519649;30404;449;26433;19551;30404;2068;931;6183;449;26433;30404;449;26433;19551;30404;2068;931;6183;449;26433"
"626589"	"1.4.1.7"	"137046;362044;698415;12203;3203;561;19680;12203;3203;561;37015;78260;202365;7684;58996;53533;2323;42;788;135379;335;10638;1060;97796;177634;12203;3203;561;19680;12203;3203;561;37015;78260;202365;7684;58996;53533;2323;42;788;135379;335;10638;1060;97796;177634"
"628560"	"1.4.2.3"	"16358;649405;12152;3203;51052;12152;3203;51457;93067;426;3558;16358;239100;48148;1920;59837;12152;3203;51052;12152;3203;51457;93067;426;3558;16358;239100;48148;1920;59837"
"325332"	"1.4.3.6"	"210803;224221;24357;335;32169;440924;24357;335;32169;24357;335;32169;440924;24357;335;32169"
"1111217"	"1.4.3.6"	"210803;224221;24357;335;32169;24357;335;32169;24357;335;32169;24357;335;32169"
"747709"	"1.1.2.4"	"6213;259962;3444;6213;46761;3824;22292;3444;6213;3444;6213;46761;3824;22292;3444;6213"
"157971"	"1.12.4.5"	"126292;675202;129596;3998;30777;107216;126292;12178;151488;9207;8108;6183;36;4161;10638;3998;30777;2721;3998;30777;107216;126292;12178;151488;9207;8108;6183;36;4161;10638;3998;30777;2721"
"1760416"	"1.4.2.2"	"3203;385603;7931;12203;3203;51677;12203;3203;3824;223109;3015;334;3824;252470;3015;334;39653;18512;3824;231;385603;4773;7931;12203;3203;51677;12203;3203;3824;223109;3015;334;3824;252470;3015;334;39653;18512;3824;231;385603;4773"
"723537"	"1.5.1.1"	"685003;5925;15298;324180;5925;15298;5925;15298;324180;5925;15298"
"2179645"	"1.1.4.2"	"39347;10487;3824;43199;49450;210;240074;3824;43199;49450;210;18512;20176;113515;15034;2712;1916;200521;182;20176;105579;91499;156439;65857;25838;43199;49450;7424;71580;22292;156439;65857;6003;3824;43199;49450;210;240074;3824;43199;49450;210;18512;20176;113515;15034;2712;1916;200521;182;20176;105579;91499;156439;65857;25838;43199;49450;7424;71580;22292;156439;65857;6003"
"1760428"	"1.4.2.2"	"100947;23054;12203;51835;82440;3203;26124;10638;503552;36703;23054;12203;51835;82440;3203;26124;10638;503552;36703;23054"
"562991"	"1.11.2.2"	"83939;441577;16261;6010;8453;83939;6010;8453;6010;8453;83939;6010;8453"
"982458"	"1.6.2.3"	"531887;402731;33824;8013;252744;562;1702;33824;8013;33824;8013;252744;562;1702;33824;8013"
"1517131"	"1.6.2.4"	"157721;74826;17409;7931;22638;2111;1372;316651;606;66022;29781;213989;484244;174;432;157721;29781;432;1757;176448;33899;7253;36103;29781;1348;246041;136710;46411;432;799;26306;157721;451;18512;15034;48094;162627;497454;328749;22638;722;3824;22638;246041;18512;161124;722;36;180985;136710;70349;508912;48094;6430;174;17409;7931;22638;2111;1372;316651;606;66022;29781;213989;484244;174;432;157721;29781;432;1757;176448;33899;7253;36103;29781;1348;246041;136710;46411;432;799;26306;157721;451;18512;15034;48094;162627;497454;328749;22638;722;3824;22638;246041;18512;161124;722;36;180985;136710;70349;508912;48094;6430;174"
"1356507"	"1.1.2.4"	"6213;182;3444;78901;149763;3824;17838;3444;6213;70212;3444;892;2487;134512;155865;31478;65933;182;67580;81829;182;91490;3084;22191;67580;81829;182;65933;331;77244;23085;22191;67580;81829;182;3444;78901;149763;3824;17838;3444;6213;70212;3444;892;2487;134512;155865;31478;65933;182;67580;81829;182;91490;3084;22191;67580;81829;182;65933;331;77244;23085;22191;67580;81829;182"
"441554"	"1.2.2.1"	"12256;633284;54583;472;3697;12256;472;3697;60774;2861;2083;27;5805;18114;30491;252845;107;12665;463952;173325;229586;4575;451;472;3697;12256;472;3697;60774;2861;2083;27;5805;18114;30491;252845;107;12665;463952;173325;229586;4575;451"
"595747"	"1.9.2.3"	"17349;10697;6183;30122;1702;370913;10697;6183;30122;474;1702;71940;1248;1540;68784;11326;10697;6183;1024;35865;30122;474;23156;19346;450057;19685;481667;10460;35865;788;996;6183;30122;1702;370913;10697;6183;30122;474;1702;71940;1248;1540;68784;11326;10697;6183;1024;35865;30122;474;23156;19346;450057;19685;481667;10460;35865;788;996"
"871281"	"1.14.2.2"	"93108;20317;619129;44021;563;48832;5741;93108;44021;563;39223;48832;7721;44021;563;48832;5741;93108;44021;563;39223;48832;7721"
"607100"	"1.4.2.2"	"142344;202689;34344;7931;12203;3203;74630;12203;3203;3824;17838;110602;3203;7931;12203;3203;74630;12203;3203;3824;17838;110602;3203"
"358513"	"1.11.3.3"	"672244;41502;5741;12605;41502;5741;41502;5741;12605;41502;5741"
"1775035"	"1.4.2.2"	"3481;39008;7931;12203;3203;106948;12203;3203;10638;3481;2303;161095;39008;7931;12203;3203;106948;12203;3203;10638;3481;2303;161095;39008"
"1095844"	"1.1.2.4"	"6213;3824;3444;7492;176138;3824;3444;6213;124537;12178;22191;15881;13689;234560;3824;3444;7492;176138;3824;3444;6213;124537;12178;22191;15881;13689;234560"
"1760404"	"1.4.1.4"	"490265;679101;583089;7931;12152;561;120449;53288;206;119744;73778;2083;209359;29628;26863;18799;34527;726;335;59824;53288;22292;12397;314689;19685;20176;59824;1497;539;314689;7931;12152;561;120449;53288;206;119744;73778;2083;209359;29628;26863;18799;34527;726;335;59824;53288;22292;12397;314689;19685;20176;59824;1497;539;314689"
"625588"	"1.4.10.4"	"562;1540;335;12397;297110;136385;13;429;219;332254;562;145529;328310;241005;500795;13;1348;487870;562;429;209631;125435;13;410560;4380;97796;200330;79708;144214;146748;470326;144706;90461;502238;426020;426678;562;429;219;290191;509164;1791;75;97796;288442;219;135989;1191;233733;210048;32626;136045;287114;77155;38276;196331;562;117965;562;1540;335;12397;297110;136385;13;429;219;332254;562;145529;328310;241005;500795;13;1348;487870;562;429;209631;125435;13;410560;4380;97796;200330;79708;144214;146748;470326;144706;90461;502238;426020;426678;562;429;219;290191;509164;1791;75;97796;288442;219;135989;1191;233733;210048;32626;136045;287114;77155;38276;196331;562;117965"
"1952347"	"1.12.1.2"	"581792;19377;8453;26093;19377;8453;7107;39110;41128;53267;79699;19377;26823;38276;15783;78985;36;3110;1348;39653;18512;27393;4773;40075;45877;41865;48177;6020;57007;3824;40070;48094;400940;35863;722;19377;8453;26093;19377;8453;7107;39110;41128;53267;79699;19377;26823;38276;15783;78985;36;3110;1348;39653;18512;27393;4773;40075;45877;41865;48177;6020;57007;3824;40070;48094;400940;35863;722"
"864934"	"1.6.2.4"	"276028;4952;74826;47411;213989;6315;47411;420132;3824;26124;79690;7375;33824;40062;91009;8811;859;17882;119668;91053;5300;162867;77541;46411;97231;101398;22638;3004;26306;79951;937;636390;2111;70349;97231;101398;22638;3004;26306;22542;40075;636390;2111;47411;213989;6315;47411;420132;3824;26124;79690;7375;33824;40062;91009;8811;859;17882;119668;91053;5300;162867;77541;46411;97231;101398;22638;3004;26306;79951;937;636390;2111;70349;97231;101398;22638;3004;26306;22542;40075;636390;2111"
"715457"	"1.6.2.1"	"713612;19;132582;16222;58711;19;132582;16222;157046;59824;5771;44220;2559;19;132582;16222;58711;19;132582;16222;157046;59824;5771;44220;2559"
"1302596"	"1.6.2.1"	"8013;19059;8013;174099;19;16222;30825;58013;13114;93709;10638;692;12527;19059;22542;19;636390;19059;8013;174099;19;16222;30825;58013;13114;93709;10638;692;12527;19059;22542;19;636390"
"349896"	"1.6.2.1"	"8013;234771;17409;7931;8013;455218;19;16222;30825;58013;5309;93709;10638;692;12527;19059;22542;19;636390;17409;7931;8013;455218;19;16222;30825;58013;5309;93709;10638;692;12527;19059;22542;19;636390"
"306022"	"1.2.2.2"	"3697;21185;560485;562;356;16222;139593;15309;503745;519;45535;15298;681;45535;15298;562;356;16222;52620;203886;537561;356;34458;10638;203886;91053;7379;485;117898;562;356;16222;139593;15309;503745;519;45535;15298;681;45535;15298;562;356;16222;52620;203886;537561;356;34458;10638;203886;91053;7379;485;117898"
"2093346"	"1.10.3.3"	"633379;52986;6926;48330;1730;54999;3824;6926;48330;58645;22793;1730;3824;232414;3697;3824;197475;50739;123;50739;6874;17838;87084;48330;13052;30491;60765;2492;505220;4907;22793;49;42743;49;201367;451;6926;48330;1730;54999;3824;6926;48330;58645;22793;1730;3824;232414;3697;3824;197475;50739;123;50739;6874;17838;87084;48330;13052;30491;60765;2492;505220;4907;22793;49;42743;49;201367;451"
"1072736"	"8.1.3.2"	"30404;635674;688550;30404;534;114393;13945;1205;32169;158729;30404;64372;2705;998;2348;998;61094;504477;383;222;2705;37019;67084;30404;534;114393;13945;1205;32169;158729;30404;64372;2705;998;2348;998;61094;504477;383;222;2705;37019;67084"
"636305"	"1.10.3.3"	"146671;560939;4203;22793;3572;5741;146671;4203;51200;22793;8453;7107;39110;4203;22793;3572;5741;146671;4203;51200;22793;8453;7107;39110"
"1081914"	"1.2.2.2"	"207459;211696;553394;12152;7931;3697;207459;46479;25013;451;45077;53288;120;15929;82794;451;417405;451;45077;12152;158295;36;12152;1014;11796;12152;101272;11796;27425;3697;41871;40978;252925;356;180985;27425;16222;12152;7931;3697;207459;46479;25013;451;45077;53288;120;15929;82794;451;417405;451;45077;12152;158295;36;12152;1014;11796;12152;101272;11796;27425;3697;41871;40978;252925;356;180985;27425;16222"
"515985"	"1.6.2.1"	"124187;19;584;19;16222;20885;584;19;16222;519;606;1702;681;5582;519;17686;37030;308361;124187;29620;681;19;59905;584;19;16222;20885;584;19;16222;519;606;1702;681;5582;519;17686;37030;308361;124187;29620;681;19;59905"
"1059423"	"1.6.2.1"	"8013;643370;19059;22542;101595;487600;41865;19059;209;19;31781;28281;19059;12203;40070;22542;19;101595;30825;19;451;52374;19;29485;295641;441855;34818;451;90013;118497;180698;19059;22542;101595;487600;41865;19059;209;19;31781;28281;19059;12203;40070;22542;19;101595;30825;19;451;52374;19;29485;295641;441855;34818;451;90013;118497;180698"
"758092"	"1.6.2.3"	"851;8013;36894;17409;7931;28916;29781;415;851;35133;39040;15783;3180;26306;636390;28281;234579;57946;726;91648;35201;59303;91648;519;13193;25838;451;502742;313531;291519;1753;20176;195164;234579;59303;91648;519;13193;10638;21039;27828;78260;78260;17941;59303;425773;46411;432660;17409;7931;28916;29781;415;851;35133;39040;15783;3180;26306;636390;28281;234579;57946;726;91648;35201;59303;91648;519;13193;25838;451;502742;313531;291519;1753;20176;195164;234579;59303;91648;519;13193;10638;21039;27828;78260;78260;17941;59303;425773;46411;432660"
